GOLD,IV,True,18,53,1,240,120,412,157,59,51,103,3821245605
GOLD,IV,False,105,83,234,18,412,111,202,121,6,13,3821249752
GOLD,IV,False,234,74,145,6,53,222,38,25,59,14,3821194938
GOLD,IV,False,134,36,6,412,23,122,254,157,235,161,3817662484
GOLD,IV,False,15,38,24,555,875,75,145,11,53,31,3816899631
GOLD,IV,True,121,6,202,99,268,35,53,101,39,235,3816887345
GOLD,IV,True,22,235,7,6,36,157,154,43,53,236,3816893700
GOLD,IV,False,235,20,90,147,98,6,412,202,56,99,3816892225
GOLD,IV,False,30,111,420,141,82,157,53,122,121,27,3816848541
GOLD,IV,False,51,25,555,36,234,115,17,3,145,113,3808113930
GOLD,IV,False,203,33,40,55,122,22,777,235,20,83,3807979069
GOLD,IV,False,36,245,143,164,360,105,99,28,21,82,3798824069
GOLD,IV,False,235,29,141,50,223,96,105,19,267,17,3797510333
GOLD,IV,True,96,30,9,412,78,64,22,246,25,150,3797338401
GOLD,IV,True,96,36,74,54,427,75,3,30,22,112,3797404343
GOLD,IV,False,96,10,131,53,120,202,497,360,86,77,3793978018
GOLD,IV,True,202,412,104,31,112,25,81,141,245,75,3793949791
GOLD,IV,False,147,119,99,114,92,222,117,58,157,79,3793863311
GOLD,IV,False,79,157,222,412,234,150,120,238,236,235,3792309558
GOLD,IV,True,51,412,154,245,98,16,20,91,235,54,3792301839
GOLD,IV,True,236,63,104,875,31,131,54,143,67,98,3792166045
GOLD,IV,True,141,101,98,110,63,67,77,84,12,21,3791665731
GOLD,IV,False,60,101,240,145,68,143,421,86,51,3,3791413076
GOLD,IV,False,90,19,22,99,31,240,67,86,517,11,3791350663
GOLD,IV,False,240,245,67,86,254,105,15,75,120,432,3791321193
GOLD,IV,False,114,77,145,34,526,54,120,105,240,235,3791131071
GOLD,IV,False,32,240,236,222,82,234,25,18,62,55,3791026560
GOLD,IV,True,122,523,497,245,55,234,54,157,526,18,3785279909
GOLD,II,False,523,12,254,8,80,236,121,92,16,115,3894213379
GOLD,II,True,150,523,89,134,203,202,76,427,92,142,3894056057
GOLD,II,True,103,29,122,68,117,142,35,41,22,222,3891311591
GOLD,II,False,68,117,114,3,202,35,235,39,875,69,3891186864
GOLD,II,False,106,39,222,117,55,51,427,24,3,147,3889035916
GOLD,II,False,111,25,67,777,14,141,103,62,235,202,3889060683
GOLD,II,True,360,89,86,99,141,81,6,876,412,34,3881650492
GOLD,II,True,412,236,245,92,517,25,12,23,157,360,3881537746
GOLD,II,False,99,103,51,77,31,54,147,18,3,254,3868334286
GOLD,II,True,147,81,40,516,2,887,111,202,77,42,3868247946
GOLD,II,True,103,67,5,147,31,72,18,84,12,150,3868253662
GOLD,II,False,14,134,110,20,22,99,222,79,67,235,3865321344
GOLD,II,False,254,18,7,43,420,102,115,107,31,68,3865208230
GOLD,II,True,106,122,22,61,31,157,77,145,63,164,3864311230
GOLD,II,True,45,117,77,14,222,498,497,19,6,61,3864235697
GOLD,II,True,64,134,122,51,89,202,106,13,6,143,3856632699
GOLD,II,False,60,122,81,3,37,64,83,18,53,517,3856527543
GOLD,II,False,89,142,202,23,154,122,18,3,267,35,3855509286
GOLD,II,False,21,78,104,134,117,143,4,39,81,20,3855490314
GOLD,II,False,63,126,20,777,51,235,15,150,7,876,3852639917
GOLD,II,True,360,432,421,4,6,35,23,555,202,42,3852555814
GOLD,II,True,20,18,201,38,83,19,147,24,12,81,3850342125
GOLD,II,True,90,6,89,18,141,91,33,526,245,67,3850236216
GOLD,II,True,34,17,67,54,35,141,117,81,80,6,3850180535
GOLD,II,False,101,22,122,238,28,41,4,110,89,9,3849742730
GOLD,II,True,77,517,39,18,526,61,412,119,32,82,3849687702
GOLD,II,False,13,164,498,104,3,134,555,35,31,360,3849671979
GOLD,II,True,61,360,150,117,154,555,24,29,86,13,3849568467
GOLD,II,False,134,5,126,3,50,51,421,111,58,115,3847276483
GOLD,II,True,62,117,131,67,203,29,555,134,31,36,3847224547
GOLD,II,True,54,26,11,143,145,497,61,19,222,31,3847148754
GOLD,II,True,102,22,80,89,238,35,18,4,202,48,3847120713
GOLD,II,True,41,360,235,131,35,106,18,53,99,56,3846407361
GOLD,II,False,22,67,134,234,12,145,21,267,6,120,3846184203
GOLD,II,True,53,8,145,82,154,13,432,24,51,141,3845824765
GOLD,II,False,122,106,29,35,15,12,81,34,11,31,3845140479
GOLD,II,True,89,67,6,30,238,51,267,7,164,254,3845041621
GOLD,II,False,350,122,145,8,107,12,236,61,80,11,3844995579
GOLD,II,False,236,122,145,141,412,106,13,121,350,21,3841191690
GOLD,II,False,91,28,164,89,145,18,20,240,147,12,3841135787
GOLD,II,False,58,28,236,89,136,3,18,9,150,134,3838535839
GOLD,II,False,875,99,67,24,19,15,54,134,350,120,3838521904
GOLD,II,False,3,67,77,517,412,9,4,106,119,12,3838515268
GOLD,II,False,147,164,238,81,102,51,43,777,203,98,3838483279
GOLD,II,False,235,51,106,101,20,50,82,43,254,15,3838469853
GOLD,II,False,202,67,421,163,89,134,24,54,145,86,3838286623
GOLD,II,True,17,113,412,81,67,54,121,161,350,157,3838184066
GOLD,II,False,236,11,127,99,24,516,19,12,134,18,3838171760
GOLD,II,False,235,161,41,56,134,145,147,86,42,32,3836996540
GOLD,II,True,111,51,134,54,36,18,412,38,35,164,3836268560
GOLD,II,False,89,202,23,84,28,3,67,54,876,48,3836211536
GOLD,II,False,876,117,91,22,31,157,28,360,86,25,3832715714
GOLD,II,False,51,350,61,10,11,83,235,45,99,121,3832739950
GOLD,II,True,81,89,90,101,107,92,30,202,157,350,3832156788
GOLD,II,False,127,106,412,28,18,89,202,24,36,157,3831238863
GOLD,II,True,134,222,150,25,59,63,145,518,39,9,3831206095
GOLD,II,True,235,236,84,53,121,99,145,120,238,41,3831172612
GOLD,II,False,45,145,75,39,876,64,89,202,238,27,3822443288
GOLD,II,False,106,18,120,105,89,22,99,60,236,31,3817395276
GOLD,II,True,59,145,267,4,122,142,107,31,22,555,3817298942
GOLD,II,False,82,16,18,19,61,235,4,498,86,9,3816059107
GOLD,II,False,121,67,63,6,134,145,876,235,81,157,3816071438
GOLD,II,False,59,147,58,15,103,61,63,98,18,203,3815843081
GOLD,II,True,64,80,82,105,81,86,412,36,45,523,3815768071
GOLD,II,True,99,38,39,202,102,37,56,91,81,150,3815497907
GOLD,II,True,25,238,51,35,63,17,145,103,875,141,3814919722
GOLD,II,True,147,134,22,32,420,17,21,89,34,77,3814960317
GOLD,II,False,89,234,21,27,105,164,18,555,131,59,3814853872
GOLD,III,False,150,360,19,268,25,21,77,84,350,122,3894252076
GOLD,III,True,150,523,89,134,203,202,76,427,92,142,3894056057
GOLD,III,False,150,236,147,101,131,76,222,117,64,126,3892854062
GOLD,III,True,53,498,25,157,83,143,150,51,234,777,3887987844
GOLD,III,True,112,6,22,117,48,104,55,235,202,83,3887095494
GOLD,III,True,50,11,145,555,78,157,150,35,63,18,3886438615
GOLD,III,True,234,150,105,16,67,235,126,245,8,222,3886334492
GOLD,III,False,13,39,21,122,222,99,51,245,150,35,3885812858
GOLD,III,False,99,29,268,777,32,43,106,150,25,51,3885738752
GOLD,III,True,101,54,81,59,150,202,63,107,6,105,3885555126
GOLD,III,False,51,150,777,25,235,412,141,61,75,202,3883556616
GOLD,III,False,238,202,57,33,29,56,11,350,7,51,3882892477
GOLD,III,False,238,29,161,6,36,67,103,131,235,150,3882696623
GOLD,III,True,29,141,240,145,89,267,6,64,131,360,3881786857
GOLD,III,True,75,67,161,77,238,25,64,115,3,29,3881546647
GOLD,III,False,222,112,147,150,234,115,51,36,89,203,3878492741
GOLD,III,True,222,89,150,517,245,90,412,429,35,133,3877752563
GOLD,III,False,238,56,15,53,150,18,117,121,777,17,3849017363
GOLD,III,False,117,202,141,245,24,78,147,150,1,67,3848442597
GOLD,III,False,517,67,238,27,74,202,141,85,18,117,3848387582
GOLD,III,False,76,1,86,498,101,58,15,35,497,80,3847131365
GOLD,III,False,1,126,22,234,99,222,117,54,36,105,3846947647
GOLD,III,True,161,54,254,222,101,31,141,20,7,51,3845778737
GOLD,III,True,131,516,412,145,64,111,360,72,61,75,3845024179
GOLD,III,False,106,420,202,143,157,31,117,51,86,77,3843604317
GOLD,III,False,107,421,238,498,497,14,245,350,21,11,3843241694
GOLD,III,True,99,360,11,62,74,222,122,117,30,238,3843168207
GOLD,III,True,117,15,45,86,120,98,202,103,60,432,3842766851
GOLD,III,True,21,157,117,36,105,202,17,35,245,412,3842590291
GOLD,III,False,150,254,238,222,555,89,51,86,120,85,3842541288
GOLD,III,True,31,59,45,53,18,150,119,56,51,89,3842476141
GOLD,III,True,99,51,777,120,58,67,18,9,117,34,3783691745
GOLD,III,False,150,111,360,30,55,82,104,40,238,67,3783610142
GOLD,III,True,412,131,31,240,145,517,76,235,78,141,3783242236
GOLD,III,True,235,54,5,115,45,18,64,523,147,150,3775110498
GOLD,III,True,25,51,28,99,875,12,21,67,427,17,3774601990
GOLD,III,False,350,235,122,157,113,45,86,203,89,51,3771011172
GOLD,III,False,59,266,236,350,55,101,202,17,72,99,3769627807
GOLD,III,True,350,246,62,202,54,56,119,526,101,122,3769505495
GOLD,III,True,67,64,103,75,99,875,161,29,117,222,3769520924
GOLD,III,True,99,18,31,117,35,236,75,555,45,876,3769483105
GOLD,III,False,117,145,154,101,41,4,31,81,267,876,3766657810
GOLD,III,True,26,202,4,58,876,234,75,20,145,117,3766681824
GOLD,III,True,81,117,1,23,518,141,55,99,31,22,3766523411
GOLD,III,False,74,236,235,103,234,112,54,350,51,77,3765298245
GOLD,III,False,876,516,236,497,360,57,25,36,518,145,3765303316
GOLD,III,True,101,75,25,236,102,17,145,14,238,412,3763494444
GOLD,III,False,234,147,268,150,133,82,145,104,101,57,3762381547
GOLD,III,True,102,235,69,236,41,777,99,350,11,21,3762287087
GOLD,III,False,427,1,497,80,498,6,360,99,147,876,3762302390
GOLD,III,True,245,234,53,202,80,102,30,350,1,50,3761979132
GOLD,III,False,523,164,147,34,141,77,131,41,18,350,3761290752
GOLD,III,True,92,81,350,8,141,420,89,7,202,2,3761172771
GOLD,III,True,34,350,202,427,90,161,86,120,51,7,3761154174
GOLD,III,False,67,150,40,91,120,11,105,82,236,497,3761056828
GOLD,III,True,145,33,54,14,34,236,350,105,92,2,3761043130
GOLD,III,False,24,61,350,51,240,161,267,77,122,523,3761008361
GOLD,III,False,6,245,104,15,89,4,92,202,350,11,3760991455
GOLD,III,False,164,103,24,145,555,350,21,19,240,147,3760937612
GOLD,III,True,57,35,105,54,360,145,55,150,63,203,3756080526
GOLD,III,True,21,23,104,61,147,131,236,245,117,86,3756017943
GOLD,III,False,114,432,119,141,69,8,36,16,51,83,3754673151
GOLD,III,True,30,51,777,122,63,57,67,17,107,131,3753205681
GOLD,III,True,75,427,112,147,145,64,21,236,117,131,3753193594
GOLD,III,False,157,245,16,235,31,145,120,84,526,58,3753142554
GOLD,III,False,57,246,150,145,78,147,17,236,203,3,3752815902
GOLD,III,False,202,57,119,36,150,56,21,98,34,80,3752335524
GOLD,III,True,432,59,67,6,103,111,517,203,145,150,3752066992
GOLD,III,True,77,150,523,98,157,80,11,75,161,21,3752111074
GOLD,III,True,25,104,429,412,150,99,67,34,122,80,3751915236
GOLD,III,False,90,202,78,31,40,150,121,45,15,412,3751795632
GOLD,III,True,555,202,223,45,120,67,43,20,163,150,3751792895
GOLD,III,True,61,62,150,53,222,37,120,777,145,31,3751409743
GOLD,III,False,55,150,64,498,143,82,12,18,238,60,3751265672
GOLD,III,True,21,427,35,163,41,254,150,202,34,53,3750837850
GOLD,III,False,427,555,145,245,150,57,20,498,105,157,3750840636
GOLD,III,False,81,147,266,106,4,150,56,777,145,267,3750730616
GOLD,III,True,19,61,150,67,412,99,202,2,122,147,3750687039
GOLD,III,True,120,875,29,37,63,24,104,4,498,497,3750664296
GOLD,III,False,34,119,111,266,19,518,58,360,63,35,3750657053
GOLD,III,True,104,55,44,18,22,202,117,107,141,101,3750600254
GOLD,III,True,102,202,164,112,117,83,33,99,18,89,3750537028
GOLD,III,True,150,90,202,412,33,51,3,30,2,84,3750544085
GOLD,III,False,145,150,412,28,246,35,11,21,84,62,3750530752
GOLD,III,True,202,72,38,777,57,11,90,54,360,12,3750200857
GOLD,III,True,147,202,99,62,54,86,350,11,90,22,3750145991
GOLD,III,False,432,11,164,101,22,54,145,63,107,157,3750088271
GOLD,III,False,90,80,202,99,121,53,101,86,5,523,3749929182
GOLD,III,True,17,19,202,57,90,101,145,875,517,245,3749609856
GOLD,III,True,432,145,35,75,17,51,111,86,91,58,3749573414
GOLD,III,True,412,145,50,75,2,28,267,51,42,150,3749518146
GOLD,III,True,150,777,57,18,77,99,6,39,117,29,3748831535
GOLD,IV,True,150,523,89,134,203,202,76,427,92,142,3894056057
GOLD,IV,True,360,89,86,99,141,81,6,876,412,34,3881650492
GOLD,IV,True,412,236,245,92,517,25,12,23,157,360,3881537746
GOLD,IV,False,76,420,235,112,51,89,523,25,887,133,3880348428
GOLD,IV,False,62,3,887,67,6,203,117,75,112,64,3878192013
GOLD,IV,True,24,21,76,25,222,887,18,89,19,99,3878099679
GOLD,IV,True,99,131,5,21,86,89,31,427,55,69,3875270499
GOLD,IV,True,267,7,18,154,122,222,103,876,75,350,3868392518
GOLD,IV,False,55,121,3,17,122,11,350,81,54,99,3868336839
GOLD,IV,True,14,202,36,8,98,91,887,18,350,33,3868312766
GOLD,IV,False,875,133,39,11,99,74,67,120,37,75,3868265685
GOLD,IV,False,134,17,57,120,39,56,555,58,10,498,3853264421
GOLD,IV,False,120,266,412,360,517,105,6,133,89,62,3850480639
GOLD,IV,False,99,106,38,35,67,254,98,61,412,360,3850462538
GOLD,IV,False,235,526,112,131,234,98,157,53,39,76,3850398662
GOLD,IV,True,145,25,114,777,18,103,421,40,22,266,3840495930
GOLD,IV,False,121,119,267,136,6,50,145,99,41,76,3840504055
GOLD,IV,True,412,86,36,84,81,5,96,25,7,164,3830984556
GOLD,IV,False,145,412,127,56,64,92,106,234,235,202,3830026794
GOLD,IV,False,526,222,114,163,203,31,412,81,80,19,3829983099
GOLD,IV,True,77,222,122,90,412,25,21,42,54,119,3828412709
GOLD,IV,False,412,36,119,75,91,107,122,51,34,53,3828409985
GOLD,IV,True,67,246,114,203,526,106,150,238,412,202,3828335173
GOLD,IV,False,64,145,2,777,99,122,18,45,33,25,3823779003
GOLD,IV,True,6,21,86,245,16,412,234,20,145,23,3821285717
GOLD,IV,True,412,245,86,51,11,29,875,117,235,20,3821269393
GOLD,IV,True,18,53,1,240,120,412,157,59,51,103,3821245605
GOLD,IV,False,105,83,234,18,412,111,202,121,6,13,3821249752
GOLD,IV,False,234,74,145,6,53,222,38,25,59,14,3821194938
GOLD,IV,False,134,36,6,412,23,122,254,157,235,161,3817662484
GOLD,IV,False,15,38,24,555,875,75,145,11,53,31,3816899631
GOLD,IV,True,121,6,202,99,268,35,53,101,39,235,3816887345
GOLD,IV,True,22,235,7,6,36,157,154,43,53,236,3816893700
GOLD,IV,False,235,20,90,147,98,6,412,202,56,99,3816892225
GOLD,IV,False,30,111,420,141,82,157,53,122,121,27,3816848541
GOLD,IV,False,51,25,555,36,234,115,17,3,145,113,3808113930
GOLD,IV,False,203,33,40,55,122,22,777,235,20,83,3807979069
GOLD,IV,False,36,245,143,164,360,105,99,28,21,82,3798824069
GOLD,IV,False,235,29,141,50,223,96,105,19,267,17,3797510333
GOLD,IV,True,96,30,9,412,78,64,22,246,25,150,3797338401
GOLD,IV,True,96,36,74,54,427,75,3,30,22,112,3797404343
GOLD,IV,False,96,10,131,53,120,202,497,360,86,77,3793978018
GOLD,IV,True,202,412,104,31,112,25,81,141,245,75,3793949791
GOLD,IV,False,147,119,99,114,92,222,117,58,157,79,3793863311
GOLD,IV,False,79,157,222,412,234,150,120,238,236,235,3792309558
GOLD,IV,True,51,412,154,245,98,16,20,91,235,54,3792301839
GOLD,IV,True,236,63,104,875,31,131,54,143,67,98,3792166045
GOLD,IV,True,141,101,98,110,63,67,77,84,12,21,3791665731
GOLD,IV,False,60,101,240,145,68,143,421,86,51,3,3791413076
GOLD,IV,False,90,19,22,99,31,240,67,86,517,11,3791350663
GOLD,IV,False,240,245,67,86,254,105,15,75,120,432,3791321193
GOLD,IV,False,114,77,145,34,526,54,120,105,240,235,3791131071
GOLD,IV,False,32,240,236,222,82,234,25,18,62,55,3791026560
GOLD,IV,True,122,523,497,245,55,234,54,157,526,18,3785279909
GOLD,III,True,143,74,6,234,67,96,99,114,120,412,3893721914
GOLD,III,True,80,6,131,202,103,34,56,516,51,26,3893696094
GOLD,III,True,51,26,83,131,91,887,875,64,9,145,3893644347
GOLD,III,False,6,56,82,51,497,202,117,141,90,164,3893650546
GOLD,III,False,117,96,3,35,58,67,43,6,60,90,3893595518
GOLD,III,False,238,50,202,6,60,51,2,117,126,517,3893563091
GOLD,III,True,777,20,106,161,51,143,19,222,163,114,3884057564
GOLD,III,True,18,91,875,60,25,6,3,81,350,77,3884082943
GOLD,III,True,21,105,104,22,141,131,82,18,412,3,3883998087
GOLD,III,True,3,120,110,17,235,86,36,56,412,238,3883972573
GOLD,III,True,421,99,21,80,1,86,101,102,51,89,3883946061
GOLD,III,True,235,887,5,114,63,234,61,51,412,82,3883849409
GOLD,III,False,89,6,74,35,222,15,34,421,86,887,3883842665
GOLD,III,False,150,67,54,11,350,6,90,21,35,3,3883768117
GOLD,III,True,427,161,6,875,67,412,22,36,517,103,3883759222
GOLD,III,True,81,83,203,432,11,517,86,201,33,202,3883743632
GOLD,III,True,21,63,516,777,36,50,110,11,6,203,3883690045
GOLD,III,False,51,876,83,161,111,48,119,412,112,22,3882193343
GOLD,III,True,67,6,136,117,254,517,21,31,19,143,3882151894
GOLD,III,True,246,33,25,6,22,40,81,163,75,91,3882125336
GOLD,III,False,96,234,83,74,235,131,16,81,114,238,3882112761
GOLD,III,True,360,89,86,99,141,81,6,876,412,34,3881650492
GOLD,III,True,54,76,103,145,350,34,29,6,777,245,3881564577
GOLD,III,True,6,74,56,119,350,420,82,53,67,777,3881506817
GOLD,III,True,41,131,16,20,51,150,113,432,222,8,3881450070
GOLD,III,False,6,61,161,235,33,99,42,126,67,36,3881402356
GOLD,III,False,14,81,267,876,777,235,56,6,84,45,3881373929
GOLD,III,False,96,25,142,98,35,427,222,876,6,131,3881238290
GOLD,III,False,6,131,90,20,235,141,517,412,360,64,3881274313
GOLD,III,True,81,161,23,267,2,777,145,121,54,34,3878462193
GOLD,III,False,51,102,7,16,27,62,201,18,59,161,3878425354
GOLD,III,False,120,518,51,61,78,15,412,34,6,154,3877794128
GOLD,III,False,25,62,555,145,157,523,421,84,40,102,3877780108
GOLD,III,True,202,25,20,7,24,427,86,21,18,412,3877712941
GOLD,III,True,41,21,110,32,99,222,78,234,517,89,3877614115
GOLD,III,True,11,887,268,875,74,202,142,33,9,40,3877521558
GOLD,III,False,875,141,133,63,143,266,18,101,4,28,3876589389
GOLD,III,False,1,203,110,8,98,17,234,15,6,18,3874507920
GOLD,III,False,81,79,104,39,115,412,54,145,86,9,3874545006
GOLD,IV,True,80,6,131,202,103,34,56,516,51,26,3893696094
GOLD,IV,False,75,147,145,517,78,32,18,6,777,12,3893542797
GOLD,IV,False,61,117,30,41,202,112,234,51,57,6,3893500133
GOLD,IV,False,29,267,887,24,83,81,55,161,6,60,3891837820
GOLD,IV,False,5,222,117,74,6,92,267,36,45,67,3891815651
